significantWaveHeight,peakPeriod,meanPeriod,peakDirection,peakDirectionalSpread,meanDirection,meanDirectionalSpread,timestamp,latitude,longitude,spotterId
0.03,11.36,5.5,137.984,74.878,171.254,80.506,2022-04-27T18:10:25.000Z,22.30467,39.10357,SPOT-1576
0.02,25.6,4.26,107.771,77.717,90.0,79.307,2022-04-27T18:40:25.000Z,22.3047,39.10355,SPOT-1576
0.01,17.06,5.7,75.723,71.289,77.471,79.555,2022-04-27T19:10:25.000Z,22.30468,39.10355,SPOT-1576
0.02,17.06,3.38,324.846,73.831,323.915,78.084,2022-04-27T19:40:25.000Z,22.30467,39.10358,SPOT-1576
0.01,25.6,4.18,155.606,77.198,192.339,79.721,2022-04-27T20:10:25.000Z,22.30467,39.10358,SPOT-1576
0.01,20.48,10.26,52.267,76.707,219.289,80.464,2022-04-27T20:40:25.000Z,22.3047,39.10358,SPOT-1576
0.02,5.38,3.62,183.489,77.707,195.255,80.576,2022-04-27T21:10:25.000Z,22.3047,39.10357,SPOT-1576
0.01,25.6,5.44,237.308,77.812,304.287,79.967,2022-04-27T21:40:25.000Z,22.3047,39.1035,SPOT-1576
0.07,25.6,9.96,339.928,78.805,5.528,77.24,2022-04-27T22:10:25.000Z,22.3047,39.10357,SPOT-1576
0.05,20.48,8.64,175.409,75.389,28.072,79.671,2022-04-27T22:40:25.000Z,22.3047,39.10358,SPOT-1576
0.06,25.6,10.16,310.314,79.296,344.32,78.649,2022-04-27T23:10:25.000Z,22.3047,39.10358,SPOT-1576
0.06,25.6,9.54,330.255,74.02,331.821,75.83,2022-04-27T23:40:25.000Z,22.30467,39.1036,SPOT-1576
0.06,20.48,9.22,68.962,79.918,43.919,78.003,2022-04-28T00:10:25.000Z,22.30467,39.10357,SPOT-1576
0.14,25.6,14.74,160.665,68.023,158.699,71.161,2022-04-28T00:40:25.000Z,22.3047,39.10357,SPOT-1576
0.09,20.48,10.44,163.811,71.522,163.018,73.79,2022-04-28T01:10:25.000Z,22.3047,39.10357,SPOT-1576
0.06,25.6,10.04,17.435,75.84,70.201,78.896,2022-04-28T01:40:25.000Z,22.3046,39.10362,SPOT-1576
0.04,20.48,7.3,85.764,76.62,127.235,75.891,2022-04-28T02:10:25.000Z,22.30463,39.1036,SPOT-1576
0.05,25.6,8.98,47.603,69.041,39.452,75.945,2022-04-28T02:40:25.000Z,22.30467,39.10358,SPOT-1576
0.01,11.36,2.64,195.011,73.323,174.289,80.629,2022-04-28T03:10:25.000Z,22.30467,39.10358,SPOT-1576
0.06,11.36,6.78,159.624,76.464,211.088,77.82,2022-04-28T03:40:25.000Z,22.30465,39.10357,SPOT-1576
0.08,25.6,9.8,231.407,75.575,214.346,78.097,2022-04-28T04:10:25.000Z,22.30465,39.10357,SPOT-1576
0.02,20.48,3.84,283.627,75.458,270.0,79.064,2022-04-28T04:40:25.000Z,22.30467,39.10357,SPOT-1576
0.01,20.48,4.26,139.475,77.731,124.778,79.274,2022-04-28T05:10:25.000Z,22.30467,39.10357,SPOT-1576
0.02,6.02,3.8,182.07,74.159,360.0,78.739,2022-04-28T05:40:25.000Z,22.30467,39.10357,SPOT-1576
0.01,2.16,2.48,24.829,74.953,318.18,80.012,2022-04-28T06:10:25.000Z,22.30465,39.10358,SPOT-1576
0.1,25.6,9.78,35.628,74.954,71.075,76.506,2022-04-28T07:10:25.000Z,22.30465,39.1036,SPOT-1576
0.03,20.48,4.22,278.067,70.137,248.499,79.611,2022-04-28T07:40:25.000Z,22.30467,39.10362,SPOT-1576
0.02,25.6,2.88,122.873,73.772,142.539,77.091,2022-04-28T08:10:25.000Z,22.30467,39.1036,SPOT-1576
0.03,25.6,2.9,132.479,76.442,168.275,78.856,2022-04-28T08:40:25.000Z,22.30465,39.1036,SPOT-1576
0.03,20.48,2.12,179.341,77.506,181.219,79.145,2022-04-28T09:10:25.000Z,22.30465,39.1036,SPOT-1576
0.05,14.62,3.08,174.806,76.065,135.807,79.015,2022-04-28T09:40:25.000Z,22.30467,39.10358,SPOT-1576
0.03,20.48,3.84,158.86,77.779,164.982,77.593,2022-04-28T10:10:25.000Z,22.30467,39.1036,SPOT-1576
0.08,25.6,2.52,87.99,78.737,150.945,79.381,2022-04-28T10:40:25.000Z,22.30467,39.1036,SPOT-1576
0.08,1.56,2.18,171.991,72.635,90.0,80.432,2022-04-28T11:10:25.000Z,22.30467,39.1036,SPOT-1576
0.06,1.48,1.66,302.568,71.492,175.601,79.464,2022-04-28T11:40:25.000Z,22.30468,39.10357,SPOT-1576
0.07,25.6,2.06,146.198,75.195,132.769,78.841,2022-04-28T12:10:25.000Z,22.30468,39.10357,SPOT-1576
0.05,1.32,2.14,140.492,74.949,96.116,79.905,2022-04-28T12:40:25.000Z,22.3047,39.10357,SPOT-1576
0.04,1.44,1.72,172.147,73.745,91.507,79.509,2022-04-28T13:10:25.000Z,22.3047,39.1036,SPOT-1576
0.05,20.48,2.42,325.337,76.368,4.086,79.343,2022-04-28T13:40:25.000Z,22.3047,39.10358,SPOT-1576
0.04,25.6,2.34,149.265,72.002,144.941,78.222,2022-04-28T14:10:25.000Z,22.3047,39.10358,SPOT-1576
0.04,20.48,2.86,157.954,75.682,150.101,79.18,2022-04-28T14:40:25.000Z,22.30472,39.1036,SPOT-1576
0.06,14.62,4.0,144.487,69.505,145.539,78.541,2022-04-28T15:10:25.000Z,22.30472,39.10358,SPOT-1576
0.05,25.6,5.34,139.044,69.022,136.357,74.885,2022-04-28T15:40:25.000Z,22.30473,39.1036,SPOT-1576
0.03,8.52,2.88,163.217,75.637,136.848,80.155,2022-04-28T16:40:25.000Z,22.3047,39.1036,SPOT-1576
0.02,17.06,2.72,57.265,79.026,81.469,80.224,2022-04-28T17:10:25.000Z,22.30468,39.10358,SPOT-1576
0.01,1.28,1.92,231.843,77.423,74.476,80.285,2022-04-28T17:40:25.000Z,22.30468,39.10355,SPOT-1576
0.02,25.6,3.2,14.265,78.581,360.0,80.472,2022-04-28T18:10:25.000Z,22.30472,39.10357,SPOT-1576
0.03,11.36,5.04,170.776,76.19,352.235,80.144,2022-04-28T18:40:25.000Z,22.3047,39.10358,SPOT-1576
0.03,9.3,4.52,7.765,77.431,243.435,79.689,2022-04-28T19:10:25.000Z,22.3047,39.10358,SPOT-1576
0.01,20.48,3.02,332.928,79.002,312.879,80.268,2022-04-28T19:40:25.000Z,22.30468,39.10355,SPOT-1576
0.01,25.6,3.78,314.49,70.966,321.147,75.336,2022-04-28T20:10:25.000Z,22.30468,39.10357,SPOT-1576
0.01,25.6,4.22,327.768,65.783,331.144,74.084,2022-04-28T20:40:25.000Z,22.30473,39.10362,SPOT-1576
0.02,17.06,3.64,193.908,76.625,145.125,79.419,2022-04-28T21:40:25.000Z,22.30468,39.10358,SPOT-1576
0.06,25.6,10.02,18.435,80.526,313.264,80.099,2022-04-28T22:40:25.000Z,22.3047,39.10358,SPOT-1576
0.08,25.6,12.04,262.216,75.268,255.641,75.746,2022-04-28T23:10:25.000Z,22.3047,39.10358,SPOT-1576
0.07,25.6,9.66,120.379,76.931,118.072,78.983,2022-04-28T23:40:25.000Z,22.30468,39.10358,SPOT-1576
0.01,20.48,8.0,152.819,74.147,172.171,77.765,2022-04-29T00:10:25.000Z,22.3046,39.1037,SPOT-1576
0.1,12.8,9.72,158.983,62.873,159.984,74.895,2022-04-29T00:40:25.000Z,22.30472,39.10355,SPOT-1576
0.07,25.6,10.2,162.492,66.575,167.51,74.344,2022-04-29T01:10:25.000Z,22.30468,39.10358,SPOT-1576
0.06,25.6,10.14,171.493,64.984,171.627,71.183,2022-04-29T01:40:25.000Z,22.30467,39.10357,SPOT-1576
0.05,25.6,9.68,7.125,74.369,5.711,78.604,2022-04-29T02:10:25.000Z,22.30467,39.10357,SPOT-1576
0.05,25.6,9.06,147.922,74.095,137.22,77.329,2022-04-29T02:40:25.000Z,22.30465,39.1036,SPOT-1576
0.02,20.48,4.2,118.237,78.564,351.87,79.33,2022-04-29T03:10:25.000Z,22.30465,39.1036,SPOT-1576
0.05,25.6,7.96,3.576,77.125,338.199,80.601,2022-04-29T03:40:25.000Z,22.30465,39.1036,SPOT-1576
0.07,25.6,10.32,8.601,76.113,3.731,77.291,2022-04-29T04:10:25.000Z,22.30465,39.1036,SPOT-1576
0.05,25.6,8.06,259.261,78.656,247.932,79.432,2022-04-29T04:40:25.000Z,22.30465,39.1036,SPOT-1576
0.0,25.6,6.66,78.69,79.808,352.235,79.25,2022-04-29T05:10:25.000Z,22.30465,39.1036,SPOT-1576
0.01,25.6,2.98,39.289,78.745,180.0,80.192,2022-04-29T05:40:25.000Z,22.30465,39.10362,SPOT-1576
0.02,25.6,5.5,32.735,80.367,240.255,80.387,2022-04-29T06:10:25.000Z,22.30463,39.10362,SPOT-1576
0.03,25.6,4.3,207.332,76.959,137.175,78.783,2022-04-29T06:40:25.000Z,22.30463,39.1036,SPOT-1576
0.04,20.48,4.4,175.135,75.216,180.0,79.348,2022-04-29T07:10:25.000Z,22.30465,39.1036,SPOT-1576
0.02,20.48,6.5,291.59,72.628,256.64,77.704,2022-04-29T07:40:25.000Z,22.30467,39.10358,SPOT-1576
0.02,25.6,3.64,124.992,69.585,127.836,75.687,2022-04-29T08:10:25.000Z,22.30467,39.10358,SPOT-1576
0.01,14.62,3.1,109.848,71.881,143.881,79.194,2022-04-29T08:40:25.000Z,22.30465,39.10358,SPOT-1576
0.06,20.48,4.64,157.021,73.92,153.682,76.81,2022-04-29T10:10:25.000Z,22.30467,39.1036,SPOT-1576
0.06,12.8,3.12,129.626,72.508,159.146,79.229,2022-04-29T10:40:25.000Z,22.30467,39.10362,SPOT-1576
0.07,12.8,2.26,34.695,79.766,88.854,79.023,2022-04-29T11:10:25.000Z,22.30467,39.10362,SPOT-1576
0.06,1.48,1.84,338.782,77.333,155.225,78.728,2022-04-29T11:40:25.000Z,22.3047,39.1036,SPOT-1576
0.08,25.6,2.44,126.87,80.432,157.932,79.432,2022-04-29T12:10:25.000Z,22.30467,39.1036,SPOT-1576
0.06,1.48,1.54,21.114,76.621,143.531,77.556,2022-04-29T12:40:25.000Z,22.30468,39.10365,SPOT-1576
0.08,1.76,1.62,316.591,78.986,186.789,79.336,2022-04-29T13:10:25.000Z,22.30468,39.10363,SPOT-1576
0.1,1.62,1.9,150.573,67.483,171.674,79.37,2022-04-29T13:40:25.000Z,22.30467,39.1036,SPOT-1576
0.06,1.52,1.8,165.552,62.989,198.034,79.217,2022-04-29T14:10:25.000Z,22.30468,39.1036,SPOT-1576
0.05,25.6,2.48,174.839,74.611,128.047,78.681,2022-04-29T14:40:25.000Z,22.30468,39.1036,SPOT-1576
0.05,25.6,3.86,23.051,76.876,73.301,79.357,2022-04-29T15:10:25.000Z,22.30468,39.1036,SPOT-1576
0.02,14.62,3.58,148.145,70.775,148.968,75.129,2022-04-29T15:40:25.000Z,22.30472,39.10363,SPOT-1576
0.02,20.48,4.68,117.52,69.593,114.087,73.284,2022-04-29T16:10:25.000Z,22.30472,39.10363,SPOT-1576
0.03,25.6,4.34,268.008,71.334,289.335,78.6,2022-04-29T16:40:25.000Z,22.3047,39.1036,SPOT-1576
0.05,25.6,8.72,288.435,75.987,248.962,79.918,2022-04-29T17:40:25.000Z,22.30468,39.10357,SPOT-1576
0.02,12.8,3.64,102.529,78.431,54.782,80.2,2022-04-29T18:10:25.000Z,22.30468,39.10357,SPOT-1576
0.02,20.48,4.06,340.974,78.561,329.621,79.686,2022-04-29T18:40:25.000Z,22.3047,39.10357,SPOT-1576
0.02,20.48,4.02,274.997,73.394,243.435,79.779,2022-04-29T19:10:25.000Z,22.30472,39.10357,SPOT-1576
