significantWaveHeight,peakPeriod,meanPeriod,peakDirection,peakDirectionalSpread,meanDirection,meanDirectionalSpread,timestamp,latitude,longitude,spotterId
0.06,25.6,10.2,332.513,74.127,348.35,77.006,2022-05-02T04:10:25.000Z,22.30467,39.10358,SPOT-1576
0.02,25.6,4.82,169.335,74.565,169.066,77.398,2022-05-02T04:40:25.000Z,22.30465,39.1036,SPOT-1576
0.02,25.6,4.36,213.147,78.677,177.51,80.112,2022-05-02T05:10:25.000Z,22.30463,39.1036,SPOT-1576
0.05,25.6,8.2,107.044,75.14,142.125,78.272,2022-05-02T06:10:25.000Z,22.30465,39.1036,SPOT-1576
0.09,25.6,11.44,331.725,74.858,70.201,78.896,2022-05-02T06:40:25.000Z,22.30465,39.1036,SPOT-1576
0.02,20.48,4.38,67.203,78.008,61.821,78.472,2022-05-02T07:10:25.000Z,22.30465,39.1036,SPOT-1576
0.02,25.6,3.74,272.153,75.574,235.886,79.532,2022-05-02T07:40:25.000Z,22.30465,39.1036,SPOT-1576
0.02,25.6,3.5,134.635,76.506,131.009,78.577,2022-05-02T08:10:25.000Z,22.30465,39.1036,SPOT-1576
0.01,17.06,3.54,187.853,79.861,174.644,78.441,2022-05-02T08:40:25.000Z,22.30465,39.10358,SPOT-1576
0.02,25.6,2.54,333.268,74.707,14.534,79.916,2022-05-02T09:10:25.000Z,22.30467,39.10358,SPOT-1576
0.1,20.48,7.88,31.49,71.611,55.713,78.891,2022-05-02T09:40:25.000Z,22.3047,39.1036,SPOT-1576
0.04,25.6,3.86,91.302,79.266,147.529,78.404,2022-05-02T10:10:25.000Z,22.30467,39.1036,SPOT-1576
0.04,25.6,2.66,46.302,73.261,53.13,79.023,2022-05-02T10:40:25.000Z,22.30468,39.10358,SPOT-1576
0.03,1.3,1.9,224.226,72.265,41.987,79.956,2022-05-02T11:10:25.000Z,22.30468,39.10358,SPOT-1576
0.03,20.48,2.2,88.958,78.82,45.971,79.359,2022-05-02T11:40:25.000Z,22.3047,39.10357,SPOT-1576
0.04,1.28,2.06,230.528,79.265,111.194,78.92,2022-05-02T12:10:25.000Z,22.30468,39.10358,SPOT-1576
0.02,1.26,1.46,313.452,78.928,132.879,80.268,2022-05-02T12:40:25.000Z,22.30468,39.1036,SPOT-1576
0.04,25.6,2.06,50.583,73.162,75.217,78.024,2022-05-02T13:10:25.000Z,22.30467,39.1036,SPOT-1576
0.02,1.28,1.78,164.476,78.013,70.56,79.588,2022-05-02T13:40:25.000Z,22.30468,39.1036,SPOT-1576
0.03,20.48,3.06,135.0,78.525,145.176,78.778,2022-05-02T14:10:25.000Z,22.30468,39.1036,SPOT-1576
0.03,25.6,3.14,119.511,78.58,126.254,80.288,2022-05-02T15:10:25.000Z,22.30465,39.1036,SPOT-1576
0.03,20.48,3.48,97.765,73.659,98.858,77.881,2022-05-02T15:40:25.000Z,22.3047,39.1036,SPOT-1576
0.04,25.6,2.6,90.69,62.466,93.27,75.27,2022-05-02T16:10:25.000Z,22.3047,39.10362,SPOT-1576
0.02,2.08,2.02,159.236,71.536,116.565,79.869,2022-05-02T16:40:25.000Z,22.30468,39.1036,SPOT-1576
0.02,1.96,2.04,355.994,65.336,18.435,80.274,2022-05-02T17:10:25.000Z,22.30472,39.10357,SPOT-1576
0.03,17.06,4.66,293.72,78.121,321.532,77.248,2022-05-02T18:10:25.000Z,22.30467,39.10355,SPOT-1576
0.01,20.48,4.14,15.35,76.725,25.346,80.192,2022-05-02T18:40:25.000Z,22.30468,39.10355,SPOT-1576
0.06,25.6,9.9,198.991,74.299,285.593,79.241,2022-05-02T19:10:25.000Z,22.3047,39.10355,SPOT-1576
0.05,25.6,8.52,318.814,76.703,338.199,79.955,2022-05-02T19:40:25.000Z,22.30465,39.10358,SPOT-1576
0.05,20.48,10.24,355.143,74.7,354.289,76.946,2022-05-02T20:10:25.000Z,22.30468,39.10358,SPOT-1576
0.04,14.62,6.56,188.017,78.137,136.637,80.042,2022-05-02T20:40:25.000Z,22.30467,39.10358,SPOT-1576
0.04,14.62,6.88,305.538,79.307,248.199,80.386,2022-05-02T21:10:25.000Z,22.30467,39.10357,SPOT-1576
0.09,25.6,11.4,195.144,71.527,202.913,76.745,2022-05-02T21:40:25.000Z,22.30467,39.10353,SPOT-1576
0.06,25.6,9.58,175.426,74.832,155.556,78.105,2022-05-02T22:10:25.000Z,22.30468,39.10355,SPOT-1576
0.07,20.48,10.96,143.366,79.08,229.399,79.555,2022-05-02T22:40:25.000Z,22.30468,39.10357,SPOT-1576
0.08,20.48,10.9,135.0,76.238,154.537,79.165,2022-05-02T23:10:25.000Z,22.30468,39.10357,SPOT-1576
0.02,20.48,4.68,338.199,73.184,346.264,79.173,2022-05-02T23:40:25.000Z,22.30467,39.10353,SPOT-1576
0.1,17.06,11.38,162.81,68.542,158.422,73.103,2022-05-03T00:10:25.000Z,22.30467,39.10353,SPOT-1576
0.14,20.48,13.56,165.862,69.319,170.613,70.373,2022-05-03T00:40:25.000Z,22.30465,39.10353,SPOT-1576
0.06,25.6,9.14,272.622,75.657,270.988,78.698,2022-05-03T01:10:25.000Z,22.30465,39.10353,SPOT-1576
0.06,20.48,8.86,297.013,78.729,257.005,80.498,2022-05-03T01:40:25.000Z,22.30465,39.10355,SPOT-1576
0.03,25.6,6.74,6.726,72.08,6.216,76.9,2022-05-03T02:10:25.000Z,22.30467,39.10358,SPOT-1576
0.04,10.24,4.12,109.093,79.931,111.571,79.176,2022-05-03T02:40:25.000Z,22.30468,39.10355,SPOT-1576
0.13,25.6,14.76,311.719,76.498,267.979,77.587,2022-05-03T03:40:25.000Z,22.30465,39.10355,SPOT-1576
0.08,20.48,11.56,344.638,77.201,45.855,79.13,2022-05-03T04:10:25.000Z,22.30465,39.10357,SPOT-1576
0.05,25.6,8.9,171.165,72.884,171.254,78.381,2022-05-03T04:40:25.000Z,22.30467,39.10357,SPOT-1576
0.05,25.6,9.08,196.026,77.058,195.832,78.222,2022-05-03T05:10:25.000Z,22.30467,39.10357,SPOT-1576
0.03,20.48,7.34,210.816,75.589,221.186,79.756,2022-05-03T05:40:25.000Z,22.30467,39.10355,SPOT-1576
0.05,25.6,9.02,156.276,70.727,153.97,77.145,2022-05-03T06:10:25.000Z,22.30465,39.10355,SPOT-1576
0.03,25.6,9.46,134.563,77.273,157.457,78.723,2022-05-03T06:40:25.000Z,22.30467,39.10358,SPOT-1576
0.01,20.48,2.38,160.54,74.462,146.31,80.023,2022-05-03T07:40:25.000Z,22.30465,39.10358,SPOT-1576
0.03,2.92,2.58,148.606,71.411,172.093,79.576,2022-05-03T08:10:25.000Z,22.30465,39.10358,SPOT-1576
0.02,25.6,2.32,324.689,76.227,7.765,80.144,2022-05-03T09:10:25.000Z,22.30465,39.1036,SPOT-1576
0.03,17.06,5.06,291.4,77.817,267.879,79.951,2022-05-03T10:10:25.000Z,22.30467,39.1036,SPOT-1576
0.05,20.48,2.66,109.983,78.677,71.03,79.677,2022-05-03T10:40:25.000Z,22.30465,39.1036,SPOT-1576
0.04,1.34,1.66,22.166,78.685,5.528,79.785,2022-05-03T11:10:25.000Z,22.30467,39.10358,SPOT-1576
0.04,1.26,1.68,139.268,68.82,141.927,77.952,2022-05-03T11:40:25.000Z,22.30468,39.10357,SPOT-1576
0.03,1.3,1.88,224.356,78.496,162.35,79.179,2022-05-03T12:10:25.000Z,22.30468,39.10357,SPOT-1576
0.03,1.26,1.82,270.481,76.17,203.962,80.245,2022-05-03T12:40:25.000Z,22.3047,39.10358,SPOT-1576
0.05,25.6,2.86,276.34,79.581,180.0,80.152,2022-05-03T13:10:25.000Z,22.3047,39.10358,SPOT-1576
0.05,1.32,1.88,66.409,73.886,142.595,79.315,2022-05-03T13:40:25.000Z,22.30465,39.1036,SPOT-1576
0.05,17.06,2.5,34.452,72.297,73.61,79.613,2022-05-03T14:10:25.000Z,22.30467,39.10357,SPOT-1576
0.05,20.48,3.16,249.652,74.377,231.147,79.177,2022-05-03T14:40:25.000Z,22.3047,39.10358,SPOT-1576
0.04,2.56,2.42,248.39,63.824,240.255,80.065,2022-05-03T15:40:25.000Z,22.30468,39.10362,SPOT-1576
0.04,2.68,2.32,63.06,75.414,82.569,80.105,2022-05-03T16:10:25.000Z,22.30468,39.10362,SPOT-1576
0.02,2.84,2.0,130.236,77.583,146.023,78.801,2022-05-03T16:40:25.000Z,22.30468,39.1036,SPOT-1576
0.01,17.06,3.04,295.017,80.37,122.735,80.367,2022-05-03T17:10:25.000Z,22.3047,39.10362,SPOT-1576
0.01,11.36,2.74,325.886,74.862,8.531,80.224,2022-05-03T17:40:25.000Z,22.30472,39.10355,SPOT-1576
0.03,14.62,5.38,230.194,79.467,159.624,79.536,2022-05-03T18:10:25.000Z,22.3047,39.10355,SPOT-1576
0.05,25.6,6.18,322.951,75.798,320.711,78.745,2022-05-03T18:40:25.000Z,22.30465,39.10358,SPOT-1576
0.03,10.24,4.78,326.812,73.118,338.962,78.791,2022-05-03T19:10:25.000Z,22.30465,39.10358,SPOT-1576
0.05,25.6,9.22,254.476,79.535,335.854,79.76,2022-05-03T19:40:25.000Z,22.30463,39.1036,SPOT-1576
0.03,9.3,5.36,147.581,66.323,147.628,75.595,2022-05-03T20:10:25.000Z,22.30463,39.10362,SPOT-1576
0.04,10.24,5.72,89.132,75.62,77.307,76.39,2022-05-03T21:10:25.000Z,22.30467,39.10355,SPOT-1576
0.1,20.48,11.48,164.846,74.887,173.073,76.641,2022-05-03T21:40:25.000Z,22.30467,39.10358,SPOT-1576
0.07,25.6,9.88,322.9,74.887,331.736,76.733,2022-05-03T22:10:25.000Z,22.30472,39.10355,SPOT-1576
0.06,25.6,9.32,340.591,72.473,339.057,77.518,2022-05-03T22:40:25.000Z,22.3047,39.10357,SPOT-1576
0.08,25.6,11.4,349.189,72.563,339.829,76.783,2022-05-03T23:10:25.000Z,22.3047,39.10357,SPOT-1576
0.06,20.48,8.84,297.198,77.756,162.897,80.488,2022-05-03T23:40:25.000Z,22.30468,39.10355,SPOT-1576
0.12,25.6,13.86,153.812,72.504,156.801,77.324,2022-05-04T00:10:25.000Z,22.30465,39.10355,SPOT-1576
0.14,25.6,14.36,162.044,71.473,162.613,72.346,2022-05-04T00:40:25.000Z,22.30467,39.10353,SPOT-1576
0.06,25.6,10.16,7.379,75.273,1.488,77.918,2022-05-04T01:10:25.000Z,22.30467,39.10355,SPOT-1576
0.07,25.6,10.26,141.022,74.055,140.849,75.036,2022-05-04T01:40:25.000Z,22.30468,39.10357,SPOT-1576
0.05,25.6,10.3,172.875,78.433,163.872,77.531,2022-05-04T02:10:25.000Z,22.30468,39.10355,SPOT-1576
0.02,9.3,4.42,137.01,77.768,154.093,79.473,2022-05-04T02:40:25.000Z,22.30465,39.10355,SPOT-1576
0.03,25.6,9.7,295.56,75.812,305.218,76.798,2022-05-04T03:10:25.000Z,22.30465,39.10355,SPOT-1576
0.08,25.6,10.44,344.219,77.149,339.567,78.844,2022-05-04T03:40:25.000Z,22.30467,39.10357,SPOT-1576
0.06,25.6,9.16,319.97,78.4,244.654,80.192,2022-05-04T04:10:25.000Z,22.30467,39.10357,SPOT-1576
0.04,25.6,8.02,181.054,74.292,180.0,75.45,2022-05-04T04:40:25.000Z,22.30463,39.10358,SPOT-1576
0.04,20.48,8.6,336.84,72.864,243.435,80.317,2022-05-04T05:10:25.000Z,22.30463,39.10358,SPOT-1576
0.02,25.6,3.0,146.31,78.711,159.444,80.349,2022-05-04T05:40:25.000Z,22.30465,39.10358,SPOT-1576
0.02,25.6,9.46,51.934,72.197,46.017,76.148,2022-05-04T06:10:25.000Z,22.30465,39.10358,SPOT-1576
0.09,25.6,10.86,88.196,75.83,91.909,77.38,2022-05-04T06:40:25.000Z,22.30467,39.10358,SPOT-1576
0.01,20.48,4.52,314.082,67.692,319.708,76.102,2022-05-04T07:40:25.000Z,22.30465,39.10358,SPOT-1576
0.01,20.48,4.28,125.538,79.654,188.881,79.735,2022-05-04T08:10:25.000Z,22.30465,39.10358,SPOT-1576
0.02,25.6,3.78,36.741,77.44,5.194,80.149,2022-05-04T08:40:25.000Z,22.30467,39.1036,SPOT-1576
0.05,8.52,3.82,296.565,80.94,127.875,79.662,2022-05-04T09:10:25.000Z,22.30467,39.1036,SPOT-1576
0.04,25.6,6.28,300.53,77.359,6.483,79.255,2022-05-04T10:10:25.000Z,22.30467,39.1036,SPOT-1576
0.04,17.06,3.04,248.682,79.266,246.038,80.245,2022-05-04T10:40:25.000Z,22.30467,39.10358,SPOT-1576
0.05,25.6,2.32,138.215,73.157,148.449,78.335,2022-05-04T11:10:25.000Z,22.30467,39.10358,SPOT-1576
0.03,1.28,1.92,270.0,76.001,141.71,80.064,2022-05-04T11:40:25.000Z,22.30467,39.1036,SPOT-1576
0.03,1.28,1.8,211.814,70.244,188.427,79.94,2022-05-04T12:10:25.000Z,22.30465,39.10363,SPOT-1576
0.03,1.32,1.68,67.891,73.873,135.0,80.748,2022-05-04T12:40:25.000Z,22.30465,39.10362,SPOT-1576
0.03,25.6,3.1,325.821,69.983,291.801,79.522,2022-05-04T13:10:25.000Z,22.30465,39.10362,SPOT-1576
0.02,14.62,2.18,21.194,78.92,344.055,80.159,2022-05-04T13:40:25.000Z,22.30468,39.10362,SPOT-1576
0.03,25.6,4.58,360.0,75.959,64.799,80.281,2022-05-04T14:10:25.000Z,22.30468,39.10362,SPOT-1576
0.03,2.76,2.26,95.468,52.858,71.878,78.703,2022-05-04T15:10:25.000Z,22.30468,39.1036,SPOT-1576
0.04,3.1,2.38,138.627,72.624,130.815,79.869,2022-05-04T15:40:25.000Z,22.30467,39.10365,SPOT-1576
0.03,2.04,2.08,256.154,68.472,119.427,79.235,2022-05-04T16:10:25.000Z,22.30467,39.10362,SPOT-1576
0.02,2.08,1.96,186.033,75.972,168.024,78.311,2022-05-04T16:40:25.000Z,22.30465,39.10362,SPOT-1576
0.02,2.76,2.14,93.529,71.456,82.185,78.963,2022-05-04T17:10:25.000Z,22.30467,39.10362,SPOT-1576
0.01,20.48,3.68,192.381,77.633,270.0,80.032,2022-05-04T18:40:25.000Z,22.30465,39.10358,SPOT-1576
0.01,14.62,2.72,335.48,75.904,353.83,79.541,2022-05-04T19:10:25.000Z,22.30465,39.10358,SPOT-1576
0.03,17.06,14.38,98.746,80.506,7.206,77.478,2022-05-04T19:40:25.000Z,22.30467,39.1036,SPOT-1576
0.07,20.48,11.2,347.829,76.785,351.399,76.113,2022-05-04T20:10:25.000Z,22.30465,39.1036,SPOT-1576
0.04,20.48,5.9,137.258,72.791,130.014,76.726,2022-05-04T20:40:25.000Z,22.30465,39.1036,SPOT-1576
0.04,9.3,5.34,66.349,74.871,64.093,79.473,2022-05-04T21:10:25.000Z,22.30468,39.10357,SPOT-1576
0.04,14.62,6.44,52.734,78.706,113.962,79.453,2022-05-04T21:40:25.000Z,22.30468,39.10357,SPOT-1576
0.02,20.48,4.98,181.364,75.873,156.371,80.334,2022-05-04T22:10:25.000Z,22.30467,39.10357,SPOT-1576
0.07,25.6,11.2,333.979,75.224,286.22,78.727,2022-05-04T22:40:25.000Z,22.30463,39.10357,SPOT-1576
0.07,25.6,10.2,51.242,77.339,29.31,78.397,2022-05-04T23:10:25.000Z,22.30463,39.10358,SPOT-1576
0.04,11.36,5.66,347.775,78.56,81.469,80.224,2022-05-04T23:40:25.000Z,22.30465,39.10357,SPOT-1576
0.12,25.6,12.48,151.73,70.185,149.534,70.143,2022-05-05T00:10:25.000Z,22.30467,39.10355,SPOT-1576
0.06,25.6,7.84,327.885,76.507,338.199,80.815,2022-05-05T00:40:25.000Z,22.30467,39.10353,SPOT-1576
0.06,25.6,10.04,48.145,78.435,77.661,79.721,2022-05-05T01:10:25.000Z,22.30467,39.10355,SPOT-1576
0.06,20.48,9.56,5.763,76.567,114.444,79.091,2022-05-05T01:40:25.000Z,22.30465,39.10355,SPOT-1576
0.04,20.48,7.86,53.13,71.789,48.559,74.935,2022-05-05T02:10:25.000Z,22.30465,39.10355,SPOT-1576
0.06,25.6,9.86,327.225,77.514,53.973,80.488,2022-05-05T02:40:25.000Z,22.30463,39.10355,SPOT-1576
0.07,25.6,10.66,272.01,73.942,264.872,77.865,2022-05-05T03:10:25.000Z,22.30463,39.10355,SPOT-1576
0.09,25.6,10.76,151.359,74.933,170.538,79.078,2022-05-05T03:40:25.000Z,22.30467,39.10355,SPOT-1576
0.06,20.48,9.52,278.94,73.547,209.846,78.194,2022-05-05T04:10:25.000Z,22.30467,39.10357,SPOT-1576
0.03,17.06,5.9,266.634,78.979,292.249,80.082,2022-05-05T04:40:25.000Z,22.30463,39.10358,SPOT-1576
0.02,25.6,3.74,172.192,68.034,172.333,76.76,2022-05-05T05:10:25.000Z,22.30463,39.1036,SPOT-1576
0.04,25.6,5.0,104.036,77.01,86.698,78.939,2022-05-05T06:10:25.000Z,22.30463,39.1036,SPOT-1576
0.02,25.6,7.4,185.787,74.906,151.526,78.325,2022-05-05T07:10:25.000Z,22.30465,39.1036,SPOT-1576
0.02,25.6,3.6,181.577,76.588,207.031,78.82,2022-05-05T07:40:25.000Z,22.30467,39.1036,SPOT-1576
0.02,12.8,3.18,135.0,77.361,153.768,77.923,2022-05-05T08:10:25.000Z,22.30467,39.1036,SPOT-1576
0.02,25.6,3.12,194.744,77.854,192.308,78.767,2022-05-05T08:40:25.000Z,22.30465,39.1036,SPOT-1576
0.05,20.48,2.68,283.736,79.173,203.199,79.813,2022-05-05T10:10:25.000Z,22.30467,39.1036,SPOT-1576
0.03,20.48,3.14,273.053,77.997,270.0,79.671,2022-05-05T10:40:25.000Z,22.30467,39.1036,SPOT-1576
0.05,2.56,2.46,199.093,70.543,175.101,79.625,2022-05-05T11:10:25.000Z,22.30467,39.1036,SPOT-1576
0.04,20.48,2.58,103.824,72.823,111.938,77.894,2022-05-05T11:40:25.000Z,22.30467,39.10358,SPOT-1576
0.04,25.6,2.26,304.271,75.419,263.66,80.669,2022-05-05T12:10:25.000Z,22.30467,39.10358,SPOT-1576
0.02,20.48,2.28,105.471,71.232,71.878,78.703,2022-05-05T12:40:25.000Z,22.30467,39.10362,SPOT-1576
0.03,20.48,2.36,106.26,74.853,111.991,78.776,2022-05-05T13:10:25.000Z,22.30468,39.1036,SPOT-1576
0.04,25.6,2.4,39.857,75.195,70.56,80.311,2022-05-05T13:40:25.000Z,22.30468,39.1036,SPOT-1576
0.03,20.48,2.28,42.843,74.028,40.855,79.067,2022-05-05T14:10:25.000Z,22.30468,39.1036,SPOT-1576
0.05,17.06,2.86,170.67,75.2,88.603,79.388,2022-05-05T14:40:25.000Z,22.30468,39.10358,SPOT-1576
0.06,20.48,4.48,200.709,77.479,108.886,79.422,2022-05-05T15:10:25.000Z,22.30468,39.10358,SPOT-1576
0.03,20.48,3.0,313.112,75.758,350.134,80.099,2022-05-05T15:40:25.000Z,22.3047,39.1036,SPOT-1576
0.04,2.22,2.56,8.034,66.387,32.735,80.367,2022-05-05T16:10:25.000Z,22.3047,39.1036,SPOT-1576
0.02,25.6,2.44,120.324,76.01,92.862,78.613,2022-05-05T16:40:25.000Z,22.3047,39.10357,SPOT-1576
0.02,17.06,4.44,219.806,73.911,180.0,78.779,2022-05-05T17:40:25.000Z,22.3047,39.10357,SPOT-1576
0.01,10.24,3.24,120.53,79.215,154.983,80.37,2022-05-05T18:10:25.000Z,22.3047,39.10357,SPOT-1576
0.03,25.6,4.64,28.909,77.938,20.072,78.805,2022-05-05T18:40:25.000Z,22.30465,39.10357,SPOT-1576
0.01,12.8,3.78,105.376,79.369,75.964,79.711,2022-05-05T19:40:25.000Z,22.30465,39.10358,SPOT-1576
0.02,25.6,4.08,349.461,77.487,350.538,79.324,2022-05-05T20:10:25.000Z,22.30465,39.10358,SPOT-1576
0.06,25.6,8.8,88.796,70.977,92.437,75.232,2022-05-05T21:10:25.000Z,22.30467,39.1036,SPOT-1576
0.06,25.6,8.6,292.166,79.865,154.093,79.473,2022-05-05T21:40:25.000Z,22.30465,39.10358,SPOT-1576
0.02,17.06,5.88,37.2,76.791,10.204,78.991,2022-05-05T22:10:25.000Z,22.30465,39.10358,SPOT-1576
0.05,14.62,6.92,36.486,76.153,90.0,79.469,2022-05-05T22:40:25.000Z,22.30465,39.10358,SPOT-1576
0.07,25.6,11.12,55.548,76.787,37.614,77.919,2022-05-05T23:10:25.000Z,22.30465,39.10358,SPOT-1576
0.07,25.6,10.46,300.838,77.877,315.939,79.302,2022-05-05T23:40:25.000Z,22.30465,39.10358,SPOT-1576
0.16,25.6,14.76,150.101,69.201,152.629,70.23,2022-05-06T00:10:25.000Z,22.30463,39.10358,SPOT-1576
0.09,25.6,11.06,76.535,78.084,149.265,77.544,2022-05-06T00:40:25.000Z,22.30468,39.10358,SPOT-1576
0.05,14.62,6.54,162.121,79.728,165.426,78.956,2022-05-06T01:10:25.000Z,22.30467,39.10358,SPOT-1576
0.02,25.6,6.66,238.055,72.662,277.927,77.806,2022-05-06T01:40:25.000Z,22.30465,39.10357,SPOT-1576
0.05,25.6,9.38,336.125,72.672,339.261,76.543,2022-05-06T02:10:25.000Z,22.30462,39.10357,SPOT-1576
0.05,25.6,9.14,91.348,77.588,50.906,78.541,2022-05-06T02:40:25.000Z,22.30465,39.10355,SPOT-1576
0.07,20.48,9.48,211.908,75.922,217.569,77.713,2022-05-06T03:10:25.000Z,22.30465,39.10355,SPOT-1576
0.07,20.48,8.32,278.936,74.382,224.17,79.072,2022-05-06T03:40:25.000Z,22.30465,39.10357,SPOT-1576
0.06,25.6,9.5,95.092,76.908,112.543,78.723,2022-05-06T04:10:25.000Z,22.30465,39.10357,SPOT-1576
0.04,20.48,7.76,347.356,69.539,59.931,80.154,2022-05-06T04:40:25.000Z,22.30465,39.10357,SPOT-1576
0.03,25.6,5.84,17.894,71.145,11.65,77.006,2022-05-06T06:10:25.000Z,22.30465,39.10357,SPOT-1576
0.03,25.6,4.16,60.998,76.75,68.663,78.26,2022-05-06T06:40:25.000Z,22.30467,39.10358,SPOT-1576
0.03,25.6,4.98,204.711,75.943,184.316,78.895,2022-05-06T07:10:25.000Z,22.30468,39.10358,SPOT-1576
0.02,25.6,4.34,306.384,74.198,305.395,79.161,2022-05-06T07:40:25.000Z,22.30468,39.10357,SPOT-1576
0.03,17.06,3.84,187.021,72.477,170.933,77.167,2022-05-06T08:10:25.000Z,22.30468,39.10357,SPOT-1576
0.03,11.36,2.9,30.816,72.717,68.962,79.918,2022-05-06T09:10:25.000Z,22.30468,39.10358,SPOT-1576
0.04,20.48,3.56,63.789,78.107,119.745,80.065,2022-05-06T10:10:25.000Z,22.30467,39.1036,SPOT-1576
0.03,1.26,1.92,60.461,78.25,66.801,79.198,2022-05-06T10:40:25.000Z,22.30467,39.10358,SPOT-1576
0.04,17.06,2.74,26.779,76.134,43.315,79.1,2022-05-06T11:10:25.000Z,22.30467,39.10358,SPOT-1576
0.04,14.62,2.14,49.514,78.865,69.905,79.281,2022-05-06T11:40:25.000Z,22.30467,39.10357,SPOT-1576
0.04,1.46,1.94,77.784,76.998,74.578,78.61,2022-05-06T12:10:25.000Z,22.30467,39.10357,SPOT-1576
0.04,1.42,2.0,357.397,73.722,70.115,79.024,2022-05-06T13:10:25.000Z,22.30468,39.1036,SPOT-1576
0.04,25.6,2.3,195.945,79.867,102.529,79.182,2022-05-06T13:40:25.000Z,22.30472,39.10362,SPOT-1576
0.08,20.48,5.46,152.171,69.819,134.661,76.149,2022-05-06T14:40:25.000Z,22.30468,39.10358,SPOT-1576
0.05,17.06,3.42,360.0,79.105,67.874,77.04,2022-05-06T15:10:25.000Z,22.30472,39.10358,SPOT-1576
0.04,17.06,2.98,76.278,77.443,81.764,77.928,2022-05-06T16:10:25.000Z,22.30472,39.10358,SPOT-1576
0.02,14.62,2.56,117.699,79.219,54.462,80.0,2022-05-06T16:40:25.000Z,22.3047,39.10357,SPOT-1576
0.01,17.06,2.3,356.522,73.497,13.782,78.838,2022-05-06T17:10:25.000Z,22.3047,39.10357,SPOT-1576
0.02,20.48,3.66,173.589,73.594,188.616,78.34,2022-05-06T17:40:25.000Z,22.30468,39.10358,SPOT-1576
0.03,17.06,4.04,31.715,76.773,75.964,79.045,2022-05-06T18:10:25.000Z,22.30468,39.10357,SPOT-1576
0.02,17.06,4.56,55.528,77.743,255.379,80.082,2022-05-06T18:40:25.000Z,22.30467,39.10357,SPOT-1576
0.01,25.6,7.0,47.406,77.621,337.62,79.559,2022-05-06T19:40:25.000Z,22.30468,39.10358,SPOT-1576
0.05,20.48,7.96,16.44,78.469,335.807,77.975,2022-05-06T21:10:25.000Z,22.30467,39.10357,SPOT-1576
0.07,25.6,9.38,252.646,73.363,230.528,79.265,2022-05-06T21:40:25.000Z,22.30467,39.10355,SPOT-1576
0.06,25.6,9.94,309.806,79.467,268.652,77.588,2022-05-06T22:10:25.000Z,22.30467,39.10355,SPOT-1576
0.07,20.48,9.76,304.695,77.18,306.529,78.322,2022-05-06T22:40:25.000Z,22.30467,39.10353,SPOT-1576
0.08,25.6,10.96,111.161,71.219,127.833,76.169,2022-05-06T23:10:25.000Z,22.30467,39.10353,SPOT-1576
0.07,25.6,10.3,150.173,77.529,163.301,78.081,2022-05-06T23:40:25.000Z,22.30463,39.10358,SPOT-1576
0.14,25.6,13.94,160.315,70.599,162.198,71.387,2022-05-07T00:10:25.000Z,22.30463,39.10355,SPOT-1576
0.07,25.6,10.68,164.694,72.81,157.238,74.635,2022-05-07T00:40:25.000Z,22.30463,39.10353,SPOT-1576
0.07,17.06,9.24,189.92,71.503,223.363,78.031,2022-05-07T01:10:25.000Z,22.30465,39.10355,SPOT-1576
0.06,25.6,10.46,206.783,76.228,193.392,80.169,2022-05-07T01:40:25.000Z,22.30467,39.10357,SPOT-1576
0.05,25.6,8.8,259.177,78.239,327.995,78.37,2022-05-07T02:10:25.000Z,22.30465,39.10357,SPOT-1576
0.05,25.6,8.4,164.921,72.683,174.144,77.861,2022-05-07T02:40:25.000Z,22.30463,39.10355,SPOT-1576
0.09,25.6,12.08,244.692,75.165,212.005,77.593,2022-05-07T03:10:25.000Z,22.30463,39.10355,SPOT-1576
0.05,20.48,7.96,196.378,69.376,191.31,76.457,2022-05-07T04:10:25.000Z,22.30465,39.10357,SPOT-1576
0.04,25.6,8.56,190.112,74.445,181.931,77.421,2022-05-07T04:40:25.000Z,22.30465,39.10357,SPOT-1576
0.02,25.6,4.52,222.979,78.611,251.565,79.639,2022-05-07T05:10:25.000Z,22.30465,39.10357,SPOT-1576
0.08,25.6,10.76,36.529,76.933,45.0,78.004,2022-05-07T06:10:25.000Z,22.30465,39.1036,SPOT-1576
0.09,14.62,7.14,197.289,74.503,168.69,80.624,2022-05-07T06:40:25.000Z,22.30467,39.1036,SPOT-1576
0.03,17.06,5.98,166.504,77.914,153.13,77.627,2022-05-07T07:10:25.000Z,22.30467,39.10358,SPOT-1576
0.02,25.6,2.76,61.699,79.85,225.0,80.41,2022-05-07T07:40:25.000Z,22.30465,39.10358,SPOT-1576
0.03,10.24,2.68,148.595,76.493,181.169,79.064,2022-05-07T08:10:25.000Z,22.30465,39.1036,SPOT-1576
0.04,6.82,2.4,51.495,71.282,102.339,78.391,2022-05-07T08:40:25.000Z,22.30465,39.10358,SPOT-1576
0.04,14.62,2.78,353.876,71.145,299.604,78.999,2022-05-07T10:10:25.000Z,22.30468,39.10358,SPOT-1576
0.05,25.6,2.3,109.983,80.096,263.66,80.308,2022-05-07T10:40:25.000Z,22.30468,39.10358,SPOT-1576
0.04,2.84,2.12,91.291,50.784,100.697,77.316,2022-05-07T11:10:25.000Z,22.30468,39.10358,SPOT-1576
0.04,12.8,2.16,35.538,78.958,77.196,79.221,2022-05-07T11:40:25.000Z,22.30467,39.10357,SPOT-1576
